customer_tweet_id,customer_text,amazon_reply,true_intent,true_escalate,true_escalation_reason
2485648,@AmazonHelp Order 114-0359413-4084248 is pending for shipment for last 8 days. Customer service execs are giving incorrect info. This is a gift and has an emotional value attached. Please let me know the status and have it delivered soon.,"@710016 That's strange. We'd like to help. Please share your details here: https://t.co/beaaDm0muc and We'll reach out to you soon. Also, please don't provide your order details here, we consider it to be personal information. ^JS",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1546644,@AmazonHelp It was emailed to me thanks for your speedy response,@478934 The code should be on the email you received. Did you get the email or has it not arrived yet? ^KM,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
792065,@AmazonHelp @115850 uve responded but not solved the problem. Infact I spent 20 minutes talk to another half-baked exec @115850,@183225 Allow us to take a closer look on this. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you.^VN,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1415221,@AmazonHelp I see and when will the promo take effect as I just put an item in my cart sold by https://t.co/g4wRuPXVSD and didn't see the credit.,@448877 The promotional credit will appear at checkout. It should show that it's being applied right before you place your order. ^TH,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
317479,@AmazonHelp No..I've followed all instruction...router off etc... still stuck in reboot cycle,@191770 Oh. Please contact us here for specialist support:  https://t.co/JzP7hlA23B ^AT,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1690814,@AmazonHelp It was handled after speaking with 3 different people. Thank you,@513307 Thanks for the update Paul. ^TP,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1715663,Hey @115821 - so excited for all the free air I received with my order today. https://t.co/wLRd9yDI3A,@519581 We seek to meet our customers' expectations. Please send feedback on this packaging here: https://t.co/DD2D5df1TF ^DO,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2717988,@AmazonHelp can a consumer send money to their bank acount from amazon pay balance?,"@762836 I'm sorry, currently we not have the feature to transfer money from Amazon pay balance to the bank account. You can know more about pay balance here:https://t.co/6SFF4KNZ1n ^EM",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2290752,@115850 i have already registered but response was y u purchase from seller promoted @123288 @418 @131027 https://t.co/Ag04JbdH8c,"@662712 I'm sorry for the poor experience, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll check this for you. ^MJ",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1414498,@AmazonHelp Poor seller support team Contacted several time make new case but no solution on that..kindly ulter few of the policy,"@448715 Sorry to know that. I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^PS",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2236365,@AmazonHelp Yes it still says dispatching soon. Arriving before 8pm but that's not happening is it?,@652193 We can take a closer look at the details if you would like to contact us. Just click the link here and follow the prompts:  https://t.co/JzP7hlA23B ^EM,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1344536,@AmazonHelp We had to give up after an 1hr and 40mins on the phone!!!,@433545 I'm sorry for this! Did we go over all the steps here: https://t.co/vyvXg3wokS? Did we set up any follow up as well? ^SJ,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1668916,"Order ID:404-4313025-2413959,order date:31-May-17, Paras shah,I/503,Radhe 
Residency,Vadodara, mo.9227134673 ,still today norefund @115850","@356982 Sorry about that! Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll get this sorted for you. Also, ^PB (1/2)",Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
1131303,@AmazonHelp Your team has been working on it for 2 weeks.that shows your efficiency &amp; customer consciousness @118702 is better,@322303 I understand there has been a long delay. We'll get this checked and get back to you soon. Appreciate your understanding. ^HD,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2967777,@AmazonHelp Good to know!  I used to only use the gift option if it was shipping to another person directly.  Maybe the change could be made more obvious on the checkout page.  Thanks for the quick reply!,"@805475 You're very welcome. We greatly appreciate the feedback, and your patience! ^JR",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
776109,@AmazonHelp Fix the process and driver incentive. Don't incent them in a way that leads to this behavior when they are overwhelmed. Do something.,@305445 Please be sure to report these instances to improve future deliveries. ^RR,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1412530,"@AmazonHelp my kindle paperwhite keeps trying to force update every 5/10 mins repeatedly. Has been doing it since Tuesday, please help",@448243 We'd love to help! Updates are sent automatically when your connected to WiFi. Is there a reason you don't want the update? ^AJ,Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
182837,"@AmazonHelp poor customer service over phone, cannot contact carrier. Cannot even locate my item 26hrs... Cannot escalate locally.... https://t.co/IpvzNV1DlM","@159019 I'm sorry for the aggravation! When you spoke with us, What options were offered for the order? ^DD",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
990382,I have not received one ? @AmazonHelp https://t.co/9lOUcNeuFe,"@354597 The Sincerest apologies Lucy, this was sent due to a technical error. Check your e-mails from us for further information. ^JE",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
26914,@AmazonHelp Just now! I gave you the benefit of the doubt but I have now cancelled the order.,"@121893 Hi, what info did we give about the dispatch issue? Were any options provided? ^TS",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
917574,@115850 When can I expect amazon prime music to be launched in india? Is it this going to be in this year or next?,@337843 Amazon Prime Music is one of the music streaming services available exclusively on echo devices (1/3)^SF,Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2622528,@AmazonHelp Ich habe aber meine Daten bei den Kollegen nicht angegeben oder einen Vertrag etc. daher meine Frage: Woher haben die meine Daten?,"@184339 Wenn du ein Kundenkonto bei Amazon.de erstellst, kannst du diese Daten auch bei allen anderen Amazon-Seiten nutzen. Liebe Grüße ^TA",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
680400,"@AmazonHelp 1. Ordered a product with no cost EMI
2. Confirmed with the Support Rep that I did it right before ordering and after ordering
3. Paying the actual EMI (2/12 done) with interest instead of just EMI
4. Now your Rep says I didn't select right option.",@282346 That doesn't sound right! Let us take a look at this. Please provide the requisite details here: https://t.co/beaaDm0muc &amp; we'll assist you. ^SF,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2281587,@117795 I like how I set a delivery window from 12-2 and my stuff still isn't here and the driver hasn't contacted me saying he'll be late. Providing updates would be good customer service.,@663193 Oh goodness! I'm very sorry for the troubles. What does the latest tracking update state: https://t.co/ZR8Mm376Vq? ^AB,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1601604,@115850 @AmazonHelp I am already a Prime Subscriber in India. If I buy the Echo do I get the Amazon Prime charges in my Amazon Pay balance since it shows 1 year Prime included? Or do you extend the date?,@169612 If you are a prime member and purchased an echo device. 1/2 ^VH,Digital_Services_Prime,TRUE,"Financial transaction, refund request, or account security verification required"
440417,@AmazonHelp It's says the seller is FancyDressForYou ?,"@219495 Being time sensitive, we'd like to help you further. Please contact us by phone or chat here: https://t.co/hApLpMlfHN ^CM",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1081376,@AmazonHelp Grazie mille!,@375096 😉 ^GD,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1028173,@AmazonHelp Amazon.in,@363314 &amp; we'll have this sorted out right away.  2/2 ^EM,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2166444,"@AmazonHelp Liefertermin war der 6., es ist immer noch nichts da. Alles was per DHL kommt ist super und primeNow auch, aber Amazon Logistics...Naja. 2/2",@448219 Bist du so lieb und meldest dich bitte direkt bei uns: https://t.co/br7bhrlJn8 Wir würden das gerne entsprechend weitergeben. ^TG,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
9767,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821",@117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
19199,@AmazonHelp problem not resolved yet...high time now,@120264 Sorry to know about the delay in resolving your query. I'd like to take a closer look at this. ^AK (1/2),General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
250026,@115850 Fraud,"@175407 My apologies, Anup. Could you please let us know what went wrong so that we can help accordingly. ^KS",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
814259,@AmazonHelp I did a mistake buying from amazon,"@313942 I understand your concern, Sandeep. Could you confirm if you've shared your details in the link provided earlier? ^HD",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
275841,Have to say @115830 are the WORST for buying vinyl off. Ordered 2 weeks ago &amp; cant get it together at all. Never again. Back to HMV/Fopp.,@181894 Sorry to hear Brendan. Were you provided with a delivery date when you first placed the order? ^TP,General_Product_Inquiry,TRUE,"High customer distress, anger, or delivery grievance requiring human handling"
1113147,@AmazonHelp Please message me with a contact person,@382708 We'd like to look into this directly. Please provide your details here: https://t.co/cPOg8eZLJu ^BE,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
785443,@AmazonHelp Is there anyway I can reschedule the delivery for today?,@307415 What did customer service advise when you contacted them? ^PK,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2592122,@AmazonHelp I repurchased the email gift card and got the same email.,@734115 Thank you for the screen shot! Here's how you can identify if the email is from Amazon directy or spam: https://t.co/myMmllcJ8W. I hope this helps! ^LH,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2867164,"@AmazonHelp @115821 
surely there's been some mistake? Is my mailman gonna come by right before bedtime or is it coming tomorrow? https://t.co/UqKblnaRvQ","@796289 Hi Jason. I certainly understand your concern! It's still possible you can receive this today by 8pm. If you don't, please let us know so we can investigate this further for you. ^HC",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1770236,@AmazonHelp I've removed all methods of payments and canceled my amazon prime yet it still took money out of my account help?,@532182 Please reach out directly by phone/chat to us here: https://t.co/JzP7hlA23B so we can take a closer look. ^TN,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1425095,Looks like @120533 have sent my ordered item on a trip to the UK and back... #holidays https://t.co/ha29SeYrcM,"@270206 Hello, there is any delay on your delivery ? ^MH",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
326381,@116618 is there an account for amazon video in Canada?,"@193753 Just to clarify, do you have a pre-existing Amazon account with a Prime Membership? ^AC",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1286982,@AmazonHelp I already sent my complaint through that link on Sunday Oct. 15 and have been waiting for an answer since!.. https://t.co/EgKOy6bcne,"@421025 Understand, have you contacted the SAC via phone? ^DA",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
445475,@AmazonHelp This was never about your intention to provide Quality product but more about Faking a product and cheating the customer. Check the attached image before you provide your statutory comment. Error is different than being unethical.,"@220499 I understand that you're upset. We'd like to look into this and work on it. Please share your details here: https://t.co/GIJyeYqKE0 and we'll contact you soon. Further, I'll pass on your feedback to the concerned team internally for a review. ^NK",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1429510,"Amazon recently shifted to shipping its own packages in my area, with AMZL. I thought nothing could be worse than FedEx, I was wrong.","@452020 Without providing account sensitive information, could you tell us more about the problem with AMZL? We'd love to help! ^SA",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1343578,@AmazonHelp It just says Amazon shipping for the courier?,@433358 Got it! Thanks for looking into that for us! Please contact us via phone/chat here: https://t.co/JzP7hlA23B for more help. ^TK,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2808358,"@AmazonHelp The link takes me to log in and then directly to email customer service where I can then select between devices, order related, digital, unknown charge, something else, or fresh. Which one of those gets me to where you wanted me to be?","@783222 Please choose the option ""something else."" ^BH",Account_Billing_Membership,TRUE,"Financial transaction, refund request, or account security verification required"
180257,"@AmazonHelp They didn't consult for my consent, he came today but left vidout delivering. Order fr Wells Fargo building. He refuses to came in &amp; left",@158411 We apologize for the inconvenience. Please contact our support team here: https://t.co/9mwpIdOzZn and we'll help you. ^ZH,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1285573,@115821 it is the 26th. How tf is prime two day shipping not til the 30th??????????????,@420709 Two day shipping refers to the time your order arrives after it has shipped. More info here: https://t.co/L1iX4qgm2J ^KJ,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2356895,@AmazonHelp why is this one damaged but the other two I got in the same package weren't damaged at all :( https://t.co/yYFDXmofIV,"@173212 Terribly sorry for the damaged Pops!, Richard! Let's see what options we have to get that fixed here: https://t.co/7EK6VwqMkw ^JZ",Returns_Refunds_Damaged,TRUE,Physical return or item replacement triage
173464,"@115821 No one is helping with our situation on Amazon, So sorry that we trusted Amazon.","@156607 I'm so sorry for the poor experience you've had with us! If you don't mind and without sharing account or personal details, could you tell us what the original issue was? We'd love to help! ^AR",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
231792,@115851 @115850 @AmazonHelp Please improve amazon service in india.. customers need to beg even to speak to customer care @115850 https://t.co/kZiBcmwS7P,@171207 Sorry for the hassle Linson. I'll surely pass on your feedback to the concerned team internally. ^HN,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2594352,@115821 thanks for the update. Guess I'm still on the hook for the full shipping fee even when it arrives late?  #SecondClass #NotPrime https://t.co/iHxdD8saxr,@716625 I'm sorry for the inconvenience! Please reach out to us directly via phone/chat here: https://t.co/hApLpMlfHN so we can take a look at the shipping costs. ^TN,Account_Billing_Membership,FALSE,Informational inquiry or general brand feedback safe for auto-reply
271883,@AmazonHelp - hey there is NO update rgd my refund. Last email said 5 days. No update since then. Pls check b4 u reply &amp; stop misinforming.,@180884 received from us and we will get back with the latest update? (2/2) ^GK,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
180665,"@AmazonHelp There isnt any REPLY button in Amazon Message Center, you dint know that ??? what dumb shit ?? https://t.co/hnOvrdO4LU","@158468 Apologies for the inconvenience, Harinder. Kindly try responding to the email through your registered email address. 1/2^AP",General_Product_Inquiry,TRUE,"High customer distress, anger, or delivery grievance requiring human handling"
86063,@AmazonHelp Everything is correct as I've said the payment for another item is been taking as it is so that's not the issue,@134791 Thank you for clarifying! Only your bank can tell you why your card has been declined. Your bank may require your verbal authorisation to proceed with a transaction. Learn more here: https://t.co/93qX3a3Vu3 Hope this helps! ^SC,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1123307,@AmazonHelp Order No: 408-1135423-1164366 not delivered since 17th Oct despite being prime member. Not getting any timeline from call center,"@384917 I'd like to take a closer look into this, please share your details on the link here: https://t.co/GIJyeYqKE0. 2/3 ^PS",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
790210,"@AmazonHelp me hicieron un cobro de 400 y algo, me imagino que es de prime, es cobro unico?",@308433 Puedes encontrar más información aquí: https://t.co/TtyvkyynI0 ^VL,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
382379,"@AmazonHelp My product is still in transit and no delivery attempt is made till now.
I want to know where my product is exactly and i want it anyhow",@206652 Kindly check the correspondence sent to your registered e-mail id and get back to us. ^RD,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
323382,. @119625 where is second episode of Young Sheldon? Please release it.,"@193007 Please stay tuned Narendra, we'll announce it soon. ^HN",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2278325,"@AmazonHelp The item was fine, luckily I just missed the delivery. No just our address, we have 2 big bushes right below the light.... surely they would be more of a better space?","@662453 Hey Nicole, if you can think of the ideal spot for an unattended parcels, you can leave instructions! Please see https://t.co/qoQUmCbJHi for more information. Let us know if we can help! ^PF",Shipping_Delivery_Issues,TRUE,Specific delivery delay or missing parcel requiring order investigation
1249730,@115821 same day delivery helped me be the best Harry Potter nerd I can be today! https://t.co/8w0qWaHVWP,@413217 10 points Gryffindor! What wonderful items did you have imported from Diagon Alley?📦,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2477496,@AmazonHelp It is pictured in the first image. The second image is current tracking.,"@159289 Oh dear!  I am sorry that the delivery date on your order was changed.  Please reach out to us if your package does not arrive by the date shown on your order, here:   https://t.co/Y5jpI9gRhE ^SP",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2059512,@AmazonHelp your help system is horrible.,"@609098 Without personal info, could you provide us with a few details about the issue you'd like us to help you with? ^WM",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2705693,@AmazonHelp Amzl US,"@759892 We'd like to escalate this to our AMZL team for you. Please give us some additional information, including order details, here: https://t.co/SgVwC1sCZz ^BE",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1265174,"@AmazonHelp Oh yes ,I have",@219480 We haven't received your details yet. Request you to share your details again through the secured link provided earlier.^OS,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
346256,@115821 Hi..Do all Amazon kindles are E-ink? &amp; how about the All New Fire HD 10 which will be out soon?,@198412 E-Ink refers to special technology used in black &amp; white E-Readers. What information are you looking for? We're here to help! ^AM,Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
36563,@119625 when is Raja the great movie available in Telugu in prime,"@123965 We haven't made any announcement yet, please stay tuned for the update on this Sai. ^HN",Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2845536,"@115850 @115821 When an order is placed with the seller on our website, the seller takes the complete responsibility of the shipment. As we are unable to create shipping charges refund as refund has already been initiate from seller end. I request you to please contact",@502030 I understand your concern regarding the self return shipping charges. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll look into the issue for you. ^GD,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
2923522,"So amazon said my order was confirmed, yet no money came out of my account. It said it's supposed to be here tonight but it's not. Cool.","@809021 We're here to help. When looking here: https://t.co/q4LAMZ3tbE, what does the status of the order state? ^GG",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
761204,@AmazonHelp Amazon logistics,"@301878 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande^BR",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1487895,"@115850 can amazon GC be purchased in retail stores/locations? If yes, where in Hyd do I get them?",@465577 Amazon gift cards are only available on our website. You can find all of our gift card options on our (1/2) ^GK,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
754134,@115850 my order has been cancelled after a delay and is being shipped back to the seller. How should i proceed?,"@300254 Sorry the order being returned. I'm afraid we can't direct it back to you. If you've already paid for it, [1/2] ^HA",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
250024,@AmazonHelp Since last September I have paid you for my order .item could not delivered but did not returned my money,@175407 Apologies for the inconvenience. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach and assist you. ^SV,Returns_Refunds_Damaged,TRUE,Physical return or item replacement triage
2890549,"Really fed up of @115830 now, awful service for the last 2-3 months, just keeps getting worse. Constantly told one thing, then another happens, then 'sorry' and it still continues. I think our Amazon days will soon be over at this rate. The amount of hours on the phone- unreal!","@467643 Hello Ashleigh, without providing any personal info/account details, could you please explain the issue you are facing? ^BD",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1046144,@AmazonHelp @115850 no email recieved and time has lapsed for another pick up order. It seems amazon has got arrogance of thier wealth.,@268374 You can find all the emails sent by us here: https://t.co/WVinxThNX7. Kindly reply to the email and we'll get back. ^SH,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1490208,@AmazonHelp How can I make that ?,"@466090 Hi, please reach out via this link: https://t.co/RUbU5ITho0 ^TS",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1786112,"@AmazonHelp To wait a day.  I understand it's busy, however the carrier has apparently has this ""out for delivery"" since 10:38AM on the 25th.",@536629 I fully understand your frustration. This is definitely not the service we expect. Have you been in touch with the carrier directly? Please keep us posted. We want to ensure your orders reach you as soon as possible. ^TP,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
141957,"@AmazonHelp PS - it's actually the bayonet bulb version of the Hue I was looking at but it's the same deal
https://t.co/x4OuHwZLXB","@148038 Hi Nyall, I've had an update to let me know that the bundle includes a dimmer switch that when sold separately comes to £19.99. Ordering all of these separately would take you to £179.97 with todays deal prices. Therefore, you are better with the bundle. 🙂 ^KI",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
854401,I wonder why @119625 doesn't have subtitles for languages other than English.,"@322924 getting started, so stay tuned as we continue to add more subtitle and audio languages. (2/2)^SQ",Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2128868,"@AmazonHelp I have shown you the price tags, and the product id's. What else do you need? It is really shocking to see this callous ness.","@626700 I understand your concern, Nirupam. The prices on our website are determined by our sellers. (1/3) ^BA",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2864789,@117093 bruh.... https://t.co/kdtjPud8dP,@795709 I'm so sorry your bread arrived squished! We'd love to look into this for you! Have you had a chance to reach out to us via phone or chat to discuss options we may have? ^AR,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1118612,@AmazonHelp Why not here?,@170799 will be contacted via email. 2/2 ^AP,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
182606,@115850 Buying home appliances from you shakes a consumer's confidence in #ecommerce. A damaged product was covered up and sent! @115821,@158940 We apologize for any inconvenience incurred by you. Contact us here: https://t.co/rS49hgaADF so we could resolve this. ^RS,Returns_Refunds_Damaged,TRUE,Physical return or item replacement triage
2845648,@115830 what's going on? One day delivery is not Thursday. That's 2 to 3 days. Bought from @209420 instead.,"@791515 During this busy period, some deliveries may take slightly longer than usual. As always, please see your up-to-date delivery date at checkout, which provides our most accurate estimate of delivery date: https://t.co/HOUtIoF7uh ^AF",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1160489,@115821 Nobody has come today for pickup..this is really frustrating for a customer who has been loyal to amazon,@393025 Kindly confirm if you've shared the details via the above link. ^SG,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2667909,"@115850  Ordered on Oct 7, 2017 (404-8762306-0425141) was returned on 13 Oct 17. However, no response from Amazon.","@751529 I understand your concern is regarding the refund of your order. Please fill this form here : https://t.co/beaaDm0muc and we’ll contact you soon. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^VH",Returns_Refunds_Damaged,TRUE,Physical return or item replacement triage
2343980,"Oye, @116928 ,no veo muy normal vuestra forma de entregar pedidos. https://t.co/otd7AmCG9e","@677886 Hola, Carlos. Lamentamos los inconvenientes, ¿tu pedido ha sufrido algún daño? ^VL",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
133767,@AmazonHelp still waiting for a refund...,"@146145 I'm sorry, did you contact our customer service team here: https://t.co/vlvfJr4nN9? ^SI",Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
37602,@AmazonHelp It was scheduled for today. No one came for pick up of shipment. This is height of carelessness. @115850,@124163 here: https://t.co/beaaDm0muc and we'll get in touch with you soon. (2/2) ^MO,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1085067,@AmazonHelp Still problem is not solved,@177687 here: https://t.co/beaaDm0muc and I'll get in touch with you at the earliest. 2/2 ^HS,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2769797,"@119356 @115821 on calling customer service, your representative gave unconvincing responses. What kind of service is this? What effort can you do to help a father keep his promise to his son? https://t.co/ySTgGEIQ3t",@263833 We've responded to your query here: https://t.co/jDhhSd76ql Kindly check. ^SY,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
218143,@AmazonHelp The carrier says AMZL US,@168009 We'd like to look into this with you! Please provide details about your experience here: https://t.co/Y2LOnb3PjF ^WT,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1650786,"@AmazonHelp Once gain Gati not ready to deliver the products,but still you guys wanted to assign the products to Gati #NoGati #Patheticserivce",@504187 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1147891,@AmazonHelp if I order something on amazon US how much is shipping?,@390144 You can find more information about shipping rates and how they're determined here: https://t.co/lmtIcHdnS4 ^MO,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
989822,@AmazonHelp  https://t.co/uoNkxsQvpV,"@354476 Veuillez relancer notre SAV via ce lien en demandant un rappel téléphonique gratuit :  https://t.co/hgIrz98cdI
^ARC",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
69915,@AmazonHelp Sure. I loved the positive reply! :),@131820 You're most welcome. We'll connect with you soon to get this resolved. ^CB,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2317152,Not one reliable charger!! Wasted my money @115821,"@671822 Hi, is the charger you purchased from us faulty ? Have you checked to see if the item can be returned? You can check here: http:https://t.co/DLe9KUYAqA ^CR",Account_Billing_Membership,TRUE,"Financial transaction, refund request, or account security verification required"
2419258,@115850 you've falsely updated the tracking page of order #403-2714234-6358723 as DELIVERED which is not delivered to me at all.,@695042 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
804845,@AmazonHelp I am on assurance from last four days. Your team given me 13 October deadline. I want my phone within two days.,"@184341 I get your concern. As mentioned, we'll be sure to reach out to you soon with an update. ^VN",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1020287,"@115821 i ordered a lens cover; however due to an error instead of IS2 I have received an IS1 cover, which I did not realised until recently",@361428 (2/2) Please let me know if this order was fulfilled by Amazon or ordered from a third-party seller. ^SE,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
294309,@AmazonHelp customer call back or chat facility is disabled for my a/c without any info/details.feeling cheated and it is so annoying,@186086 That's strange. Request you to contact our support team through email medium and report this. We will assist you further. ^NK,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1835982,@115850 thanku for delivering my package before time...now i can go home on time this diwali :),"@550558 Hi, we are delighted to hear your package is delivered. Keep us posted for any further assistance. #happydiwali ^AR",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
