customer_tweet_id,customer_text,amazon_reply
135085,@AmazonHelp Yes its being delivered to my work address. I just thought it would be out for delivery by now,"@146432 Hi Gavin, that's great. We deliver up until 5pm to work addresses so we still have lots of time to get this to you today. ^KK"
2685153,"@115851 I would like to thank you for putting the mystery and excitement back in ordering.  Ever since USPS took over we never actually know when a package will arrive, even if it says delivered.","@755169 Thanks for reaching out to us, Robert! Are you currently having issues with an order? If so, what order status and delivery date(s) are you seeing? You can view your orders here:  https://t.co/Y5jpI9gRhE ^SW"
2704142,"@115821 @AmazonHelp It'll save an address I added a cpl mnths back but not the new one, I need help, please.","@759497 We'd be happy to work with you to see what's going on! Are you trying to add a new address to your wish list, which is already on your account?  ^NN"
1420527,@115850 @59369 Got faulty cabin bag on 28sep Refund initiation done on same day. reverse pick up scheduled 4 times.Not done yet.Sad,@450237 Sorry for the unpleasant experience. Please contact our support team here: https://t.co/Hn4XrFMvt6 and we'll help you. ^OS
1553204,@AmazonHelp Trabajo y en mi vida.....,"@480559 Lamento lo sucedido Ricky, ¿que respuesta has recibido por parte de nuestros agentes de Servicio al Cliente? ^AZ"
496001,@117086 7,"@236398 Boa noite Denise! Fala para a gente, qual foi o melhor desses livros na sua opinião? Ficamos curiosos! 🙄📕 ^JJ"
1130245,@AmazonHelp means u just fooling people by just copy and paste the scripted reply #fake #pathetic,@381550 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^RI
2297145,@115850 Order 171-5269885-8126711 is delivered. Pls chg the status.,"@666887 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^MO"
1610946,@AmazonHelp Are u freaking kidding me? Next @115850 is going to blame @AppleSupport &amp; @118343 for their incompetency. https://t.co/HMCOjOUQRF,@493503 Apologies for any trouble. I’d like to help; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^MO
2171078,@AmazonHelp The Carrier is Amazon Shipping. I am also being told on the website expected delivery is now the 18th-22nd? So i might not receive the actual Game until Thursday...,"@636821 We'd like to check on this for you. When you have a moment, please call or chat with us here: https://t.co/anWoCMZHtz ^MB"
2958631,@AmazonHelp I ordered something today that had 3-5 delivery days but then my email says there's no delivery date available .. can u help?,"@816581 Hi, Lisa! We don't have access to your account information due to security reasons, but we'd love to help out however we can. Please contact us here so we can take a closer look into this for you:  https://t.co/hApLpMlfHN ^SA"
1410357,#amazonindia  biggest lair company. They are cancelling so called lightening deal products again and again. nobody is hearing in customer care. sharing some incidents here. https://t.co/skiYJpzNEb,@447822 with more information regarding the cancellation. Kindly check. ^AK (2/3)
1105065,@AmazonHelp No one contacted since I had filled the form,@324801 We're looking into the issue and shall connect with you soon. ^SH
743350,@AmazonHelp Nonsense.  It seems these are bot replies rather than from a human. Check history of last 6 days. I have given all the details of the issue,"@200255 We'll not be able to check your information over Twitter. Hence, we request you to write back to the 1/2 ^GK"
1489453,"Hello @115850, @115851, Any plans to roll out Amazon Pantry to Nagpur?",@465944 We don't have any announcement yet. Please stay tuned. ^KA
2287696,"@AmazonHelp I recently cancelled a pre-order, will I, and when will I get a refund?","@664671 We don't charge your payment method until the order enters the shipping process, at which point it cannot be canceled. If you're seeing a charge, it may be an authorisation: https://t.co/AyJTUzO0Ns ^CC"
1368945,@115821 I had my phone refunded today and still am owed $57.27. Why?,@322955 I'm sorry for the trouble; I'd like to have a member from our team lend you a hand with this: https://t.co/hApLpMlfHN ^LR
316496,@AmazonHelp Doesnt say there is a delay,@191573 It is rare but the delivery date can change. Sorry about that!^CD
2536357,@AmazonHelp 8.10. plus 2 texts. Do you also advise them not to knock the door?,@721543 Has there been any updates to the tracking on your order? ^PJ
2880486,@AmazonHelp And no no email unfortunately! Just debating cancelling the delivery and going into town!,@799342 Sorry to hear about this situation. Have you received a dispatch email yet? ^MI
459952,"A little unhappy that I made sure I was home all evening to get my TV from @115821 only to get an update IMMEDIATELY AFTER the delivery time that I should expect it in the next 2 days.

Super not cool, Amazon.",@224294 I'm so sorry your package didn't arrive as expected! Who was the carrier for this order? ^QJ
2386068,@AmazonHelp I'm Requesting a Manager/Director to call me in regards to my recent Order. Formal complaint has been sent to Ms Long regarding.,@257191 I'm afraid we don't have access to account details here but you should receive a reply to your email shortly. ^KM
989685,@115830 This issue has now been resolved. Thank you @115830 &amp; @AmazonHelp,@354443 Hey Turhan! Glad to hear the issue has been resolved. Let us know if you need anything else! 😊. ^JC
1015620,"I want justice , solve my issue @115850 @115821  you , i want my phone and take the rin , seller courier who ever is there punish","@232612 I understand this has not been a pleasant experience, Mridul. However, please reply to the email sent for more information. ^KS"
103080,@AmazonHelp my friend has had money taken out of her bank and she hasn't bought anything and isn't signed up for anything @138670,"@138669 Hey Tegan! I'm sorry to hear this. Without revealing any account information can you advise how much the charge was and what the charge has come under? For example, Amazon Prime, UK marketplace etc. Let me know! 

- Jenna C."
2924521,"@AmazonHelp Order 1 has 4 items sold by: Outman, https://t.co/CUrQFTc7Tp LLC, MYLIFEUNIT, and https://t.co/CUrQFTc7Tp LLC. 
Order 2 has 2 items sold by: https://t.co/CUrQFTc7Tp LLC.",@809245 I'm sorry for the delay in your orders! Have we missed the delivery date shown here: https://t.co/Y5jpI9gRhE? Have we been able to provide you with a new delivery date? Keep us posted! We want to make sure your orders are received! ^BN
371124,"@AmazonHelp hey I have a question, do you guys ship on on Columbus Day?","@203881 Great question! Yes, we do ship on Columbus Day, however certain carriers will not deliver on the holiday. ^BH"
2887934,@800809 Amazon logistics: the absolute worst.,"@800808 If you're having trouble with your delivery, we'd like to help. Can you tell us more about what's going on? ^AF"
28467,@AmazonHelp 2/2 lavorativo successo. Ma allora oggi e un giorno lavorativo per GLS o no? Sa? #GLS #Amazon,@122229 Ti confermo che la giornata di oggi non è considerata come lavorativa. A presto! ^FS
244082,@AmazonHelp I have already registered as a business but most of your products are not available there especially devices such as hard disks @115850,@173982 We don't want you to feel this way. Kindly feel free to share your feedback here: https://t.co/hF1EpGlqZN. ^OS
2542954,"@AmazonHelp Order no 408-1919780-5005966. From Two days m getting out for delivery but without contacting me, getting msg Delivry failed. @12339 worst ever courier service. Finally I cancelled item.","@722961 We apologize for that. I'll surely pass this feedback internally for review.

Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PR"
2783176,I told @115833 to add 'pecans' to the shopping list. She added 'book a nice'. Wtf. Recording is clear i said PECANS.,@171992 I'm sorry Alexa didn't hear you correctly. Please send this feedback to our Developers via the Alexa app by following these steps: https://t.co/PKinucfPbM ^RA
2057185,@117086  eu te amo mais a cada dia que passa,"@608413 E nós amamos você, Letícia! &lt;3 O que a gente fez para receber tanto amor? :3 ^CR"
1258247,"@AmazonHelp Tried contacting them, have been told will receive a call back in a min 20 Mins ago. No calls @115850 @18350 @129764",@414836 I'm sorry for the delay. Kindly drop in your details here:https://t.co/beaaDm0muc &amp; we'll reach out to you at the earliest. ^EM
2676460,@115821 @AmazonHelp @115850 https://t.co/Yj0jHg9QbH,"@446710 Please don't provide your details, we consider it to be personal information. Our page is visible to the public. (3/3) ^RI"
1360020,@AmazonHelp AMZL US,"@437078 Thank you, we'd like to see what options are available. Please provide your order details here: https://t.co/1yyIfshdMM ^MB"
802381,@115850 terrible customer care experience today.... Rude and ill mannered executives and supervisors. They don't really help the customer.,@311199 Please drop in your details here: https://t.co/QKRidRtHp5 and I'll contact you soon.2/2 ^HS
420467,@115850  order# 406-6387419-0680305 was to rch on 6th Oct. Didn't happen.Last assured dt was 9th Oct. Still not rec'd. #Horrible service!!,@179064 Don’t provide your order details as its personal information. Our Twitter page is visible to public.(3/3)^RS
879186,Is it possible to buy an Amazon Prime account in India with an Amazon Gift Card? @115850,@328723 Yes! You will be able to pay via Amazon pay balance for prime membership. ^SQ
2825465,@AmazonHelp The quickest if I look now is Wednesday but mostly Thursday. Items which a friend confirms they can see a same or next day.,"@250451 Hey Richard, there is a number of factors that affect delivery times such as post code you are getting your items delivered to or the time when you are ordering, etc. The reason you are seeing a delay now is explained in the link provided by TI.^MA"
280173,@AmazonHelp Thanks! Done.,@170823 Anytime! :-) Please do keep us posted for any further issues. ^HN
222710,@AmazonHelp hav done all still issue persist. I have 3 phones a nd all 3 hav same issues. Even new app doesn't work.,@169201 Sorry about that. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll get in touch with you. ^PB
183297,ARRIVING: An iPhone I never ordered! @115850 is it a #DiwaliGift for being a loyal customer? I am happy if it is... https://t.co/IWT4CXLYoa,@159104 I understand your concern. Please reach out to our support team here :  https://t.co/vlvfJr4nN9. We will help you. ^SB
1116516,"@AmazonHelp @383454 @AmazonHelp you have to give a solution or a way to get the issue sorted , instead of backing out. @AmazonHelp",@383455 Apologies for the trouble with the order. I'd like to take a closer look at this. ^AK (1/2)
1894040,@115830 looking for assistance with returning an item please which Hermes have been woeful in assisting with. Can I DM you please,"@463844 Hi Dan. You can absolutely DM us, we would ask you don't provide any personal info though as it is a public platform. Thanks. ^NV"
946636,"@AmazonHelp better u call me, as u r repeating the same lines as I heard earlier,  ur answer is wrong @115850 @115821",@344471 We won't be able to call you from here. Could you please confirm sharing your details using the link provided earlier? ^VN
1108779,"@119625 please please please get the remaining seasons of @32505 ASAP
Just binge-watched season 4 &amp; cant wait for season 5!",@218379 We will continue to add new content. Keeping checking https://t.co/FYM9PIZOR8 where we highlight (1/2) ^CB
1561110,"@AmazonHelp I'm a Prime user and was guaranteed delivery by 8 PM yesterday.
I was messaged my order was delivered but it wasn't
I recieved it now 1/2",@482288 feedback to our team internally to work on it. 2/2 ^SB
1509874,@115821 @AmazonHelp seriously being waiting all day for COD #WW2 and it still isn't here.. pre ordered back in July come on..,"@470446 Hi, sorry to hear that. What's the current status of the tracking on your order: https://t.co/aaDyEz1VgE? ^JJ"
644058,@AmazonHelp @AmazonHelp Haven't received any email. Last mail I got from Amazon on 20 Oct which was ACK email,@272885 That's odd. I do see that a correspondence was sent from our end. Please check the spam folder. ^HD
2121003,@116875 me bloquearon mi cuenta sin motivo alguno solo pro comprar 3 articulos! no me han mandado nada a mi correo para como restablecer,@513986 Contáctanos en ese caso por teléfono con la información que verás acá: https://t.co/G2T0GxmiAW ^AR
2789052,"@AmazonHelp Hello I pre ordered sims 4 but have not received the free DLC as promised, how do I go about this please","@752206 Hi, Aimee! I'm sorry for any frustration we may have caused. Can you please clarify which version of The Sims 4 you pre-ordered? Was it the Cats and Dogs expansion, or The Sims 4 for console? ^SP"
2337585,@AmazonHelp I have not received any mail from your side!!,@432205 I’d like to help you with the issue. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. 1/2 ^RD
1359085,"Hi @AmazonHelp , I ordered a product w. Amazon Prime which was 'Out for delivery' on the 23rd, but still hasn't arrived. What do I do?? https://t.co/3fRVOOFRWa","@436858 Oh no! Sorry to hear this. For available options, please reach us by phone or chat here: https://t.co/JzP7hlA23B ^AB"
726773,"@115850 : is ""Shop with Points"" available in India?",@294091 It's not available on our website. ^RW
2903475,yet another failed delivery (number 10) from @115830 . supposedly cannot find an address despite them regularly delivering to my neighbours house. go figure.,@804136 I'm sorry to hear about the delivery issue you're experiencing! What is the current tracking status for your order? You can find this information under tracking details here: https://t.co/ijxJ9jCwr9 ^JS
1191696,"@115850 @AmazonHelp r u a bnch of assholes really? how cld u jst delvr prdct to any1 wtht evn callng sender/receiver, bloody cunts !",@400090 We understand there has been an issue with the delivery. I'm sorry for the experience. Let me help you out. (1/2) ^VM
23198,"@115850 Order number 407-2412845-1630730, how to change shipping address?",@121051 You may change the shipping address if the new address is within the same city. Please connect to our 1/3 ^SB
792030,@115821 why is there the #prime symbol in the shop and the seller is not supporting prime deliveries? And it takes +14 days till Arrival?,"@204715 Good question, Michael! Could you send us a link to the product so we can take a look? ^JZ"
534988,@AmazonHelp I have still not received my courier!,@243936 We've reached out to transportation team and we're trying to get this sorted as soon as possible. We will get back to you once we have an update. ^SP
551873,@AmazonHelp My package was delivered to the wrong carrier. It was supposed to arrive yesterday as a prime member...  Why can't I have an accurate up-to-date as to where it is exactly and when it is supposed to arrive now?,"@248643 Hi! I'm sorry to hear you didn't receive your package when you expected.  We're here to help! Have you received any updates via email? What does the current tracking information show? You can find that in your orders by going here: https://t.co/Y5jpI9gRhE

-Roger B."
1110764,@AmazonHelp USPS,@382155 We would love to research this shipment further! Please contact us here: https://t.co/hApLpMlfHN ^SH
2283978,@AmazonHelp Order Id is enough for contact me and that order was cancelled. So please contact your delivery hub.,@663736 I'm afraid we won't be able to access your account details on social media. Kindly provide your details using the link shared earlier and we'll revert shortly with an update. ^MP
2350874,"@115850 hey amazon india , you guys have delivered my order to wrong person . I just received message that my order has been received but  did not receive any order today.","@679469 Sorry to know your order isn't delivered. Do not worry, we are here to help you. Please connect with our support team here: https://t.co/vlvfJr4nN9, they'll assist you regarding this. ^NR"
1572993,@115850 Are u people really not interested to help?,@484870 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhyZiK1 ^CB.
1071069,@115821 Ordered a @46489 FR300 to replace it. I should've just ordered it to begin with.,@139212 We're sorry to see this! Have you had a chance to explore any available return options: https://t.co/Jrw2NZmEGS? ^WM
1338508,@115850  why I m getting this error https://t.co/pwOjxM6PYE,@432211 We'd like to get this checked. Please share your details here: https://t.co/chSq528LhI. And we'll sort this for you. ^KH
1687360,"@115821 @AmazonHelp be more gentle! How NOT to deliver packages, especially electronics https://t.co/K46KgKCH2v",@512423 I'm so sorry the order was delivered like this! Who was the carrier for this shipment: https://t.co/PyACxvY8Qo ? ^DD
2950772,"Hi @AmazonHelp - my 1-day delivery (ordered Sunday evening!) is due to arrive by 8pm tonight. It reached Edinburgh at 4am, but still isn't out for delivery at 5.22pm. Can you tell why it hasn't gone out yet?",@515088 I'm sorry your parcel hasn't gone out for delivery! We'd like to stay informed of your delivery. Please let us know if you don't get your parcel by 21:00 tonight. ^TK
1393333,"Played so many quizzes ,won none..@115850 #AmazonPayQuiz","@444049 The winners are selected randomly, it's unfortunate that you didn't win. Kindly keep trying. ^BS"
740965,@AmazonHelp I had responded. Still I have no response or action from you. What shall I do @AmazonHelp ?,"@297210 Also, you may reply to our correspondence in case of any additional information. 2/2 ^KH"
69636,@AmazonHelp Tomorrow,"@131781 Hello, if it doesn't arrive by tomorrow please get back in touch! ^HS"
842378,@AmazonHelp But the order is not visible in orders section . It's been more than 8 days since cancellation,@320351 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
2337566,"@AmazonHelp Order #

402-7859196-8853961","@308334 using the link provided earlier and we'll look into it right away.  Also, please don't provide your order details, (2/3) ^ST"
2419815,@AmazonHelp @115830 brilliant #custserv from Amazon. Lets just put a sticker  on cos like this isn't a time of year when husbands buy presents for their wives... #XmasGifts #ruinedsurprise #stupidity https://t.co/MUPFztPjmr,@695163 I'm sorry your order arrived this way. Items may be sent without additional packaging unless chosen to ship in a box. More information can be found here: https://t.co/QfhiXxT6yt ^GG
1191338,"@AmazonHelp I returned this product hence wouldn't bother on that.
The green saree, i have requested for replacement. Let's c what happens to that 1/2",@400018 I understand your concern regarding the return. Request you to get in touch with our  (1/2)^SQ
665533,@AmazonHelp No cod option,"@118506 I get your concern, Surendra. COD depends on courier services available at your pincode, seller and product. (1/2) ^SV"
179096,@AmazonHelp Deliver now after 8days,@158232 I understand you had an issue with a pick up. May I know if you contacted our support team regarding the concern? ^BS
2956061,@AmazonHelp Thank you,"@815980 You're welcome, Nina. ^MB"
1366193,"@115821 I bought an amazon fire tablet 7 days ago and now the price has dropped. Customer service says I can return item and order new. I have no problem doing that just seems like this policy will cost you more than just refunding difference, But I guess Bezos knows better","@438042 Jason, I would suggest purchasing the lower priced item first before returning to ensure you get it for the price listed and availability.  ^SY"
2262977,@AmazonHelp your seller fulfilled prime does not work ! it ruined my account !!! no one can help !,"@439923 I'm so sorry for the poor experience! I can understand how frustrating this must be, especially for how long it's been going on. Without sharing account or order details, will you tell us what insight was given when you called? ^DW"
1037588,@AmazonHelp i been wait for a package for at least a year because every time i try to contact you you guys give me a link and never reply,@365456 I'm very sorry for the trouble with this order. Please reach us via phone to look into this with you: https://t.co/BLBQ2LEUeM ^DG
2769800,"@AmazonHelp Hi, UK store and sold by amazon. ""To cover it, select Deliver in Amazon box on the checkout page"". There is absolutely no option to do this at the checkout. Russell Hobbs Mode Kettle 21400 - Black [Energy Class A]",@774360 Oh no! I am sorry this has happened. I know that sometimes there is not an option to cover the box. If you have a moment contact us here to look further into it https://t.co/8g6FwenC6m ^DJ
2525419,@AmazonHelp SO I ODERED SOMETHING FROM AMAZON FOR MY APPLE WATCH ITS BEEN A WHOLE MONTH AND NOW ITS SAYING IT WONT GET HERE FOR LKME ANOTHER WEEK,@277899 I'm sorry for the frustration. We'd like to help! Is the delivery date shown in your order confirmation different from the one you're seeing now? You can check here: https://t.co/3f6Z7p2gU4 ^JP
2300523,"@115821 @115858 
My Amazon ORDER # 404-1709227-2757932
I have received an iPhone 7 when I unbox I could see that the phone bluetooth was ON and the phone backside there was lot of finger marks. I never thought Amazon or Apple would do such a cheap thing. Disappointed.","@667699 Apologies for the hassle. Please contact us here: https://t.co/vlvfJr4nN9 so that we can assist you accordingly. Please don't provide your order details, we consider it to be personal information. ^JS"
2454456,If @115821 doesn't let me cancel my order of #BattlefrontII I'm going to cancel my card immediately just so I don't have to buy the damn thing.,"@703115 I'm sorry for the trouble! If your order hasn't started the shipping process, you can cancel it. You can see instructions on how to do so here: https://t.co/xdZv0GjlR7 ^LR"
1311527,@AmazonHelp Still awaiting revert!!,"@426475 As you have filled the details, you will receive an email correspondence here: https://t.co/UzOeTZyrYU ^RW"
394927,"@115830 no delivery yesterday, whatever happened to all that tiny helipads in your back garden malarkey?","@209582 I'm sorry you haven't received your package yet. To confirm, did we miss the delivery date stated for your order: https://t.co/hMTuRqgdej? Did you receive your order today? ^GM"
644886,@115851 @115850 @115851  when are you going to launch Amazon Prime Music? We are waiting for that. Please reply,"@425473 Currently, we don't have any information about this. If and when available, you'll be able to see it on our website. Prime music access is only available on Echo devices and selected 3P Alexa enabled devices at the moment. ^AS"
1183362,@115825 bei Lucifer Staffel 2 fehlt der englische Untertitel.,@398277 Danke für die Info - ich gebe es weiter an die zuständigen Kollegen. ^BL
998033,@AmazonHelp Normally I just kick rocks but I can! Sad when ur excited to get a package and Amazon texts u that it's coming today but @118706 Says Monday.,"@356324 I want to make sure your experience is escalated. When you can, please reach out to us here: https://t.co/hApLpMlfHN ^BH"
483884,Still no response @115830? It would seem you care as much about answering your customers as you do about packaging deliveries... https://t.co/1aPTtetuz1,@230109 I'm sorry for the wait! Some items are delivered without additional packaging and will be noted on the detail page of the item. You can find more information on this here: https://t.co/JeDhDGboup ^VS
761194,@AmazonHelp Sorry but that delivery date is unacceptable. It is after my exam. Why should I have to wait another week when you offer next day delivery?,@301876 Oh no! Have you reached out to us here:https://t.co/JzP7hlA23B to see if any other options are available? Let us know! ^SA
1253896,"@AmazonHelp But, I wish to return this product, the pic-facility is not available. How funny?",@414126 certain pin-codes. Kindly self-return the package. I'd be sure to forward your feedback to the concerned team internally. 2/2 ^AP
1714475,@AmazonHelp Please explain why my return has been cancelled. https://t.co/sLXxo9rLCW,@215706 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD
1871899,@115850 @115821 no response!! U just like who cares ?? https://t.co/Jf4JuhnmKC,@524005 Could you confirm contacting our support team here: https://t.co/GFCfB1dmro ? ^GK
353292,@4822 Where can I send you an email ? I don't have an https://t.co/oLixMXr3SM seller account so I can't use the Contact Seller Support page. Thanks!,"@199986 Hello Vlad, please contact our Customer Support so they can assist you: https://t.co/OjvUxwnzPe. ^DA"
1604524,@115850  Frauds cancel someone birthday present .No appolgy no reason .Tells me to take your money and get lost .FAKE PROMISES,"@492256 received an email with reasons in this regard. Alternatively, you may find the same here: https://t.co/NTkrxpsbHJ. (2/3)^HR"
2094096,ahhh the sound of xmas @116928 :) https://t.co/IeEDztxJfF,@460461 Christmas is just around the corner 🙊💛 ^VL
280959,@AmazonHelp Okk.. but plese try to give COD option in every product,@182946 Iv'e forwarded your comments as feedback to the concerned team for review. ^HA
230839,@AmazonHelp Noted. Thanks!!,"@170970 You're welcome, thanks for contacting us. ^JJ"
262169,@AmazonHelp Mr's Amazon App does not appear here. https://t.co/Ze4O2nMdX9,"@178446 Can you select 'Smart Home' in the left navigation panel on the Alexa app. Under Groups select your smart home group, 1/2 ^NV"
71947,@132144 @116618 It's absolutely fine for me. Will try on opera but I don't have any faith in amazon website,@132143 Sorry to hear you're having issues streaming Amazon Video through Edge. Let us know if you have the same issue through Opera.^ES
1522613,@AmazonHelp And not helping me...,"@473141 I hate to hear of this poor experience you're having with us! Without posting personal account info, can you tell us more? ^FR"
2117750,Il va falloir commencer z envoyer mon colis la @120533 https://t.co/I9zmubBgwJ,"@532556 Bonjour, votre colis est en cours d'expédition, nous restons à votre disposition en cas de besoin.
^YL"
2886528,"@AmazonHelp I have thanks and got a great service from your call centre rep Jordan, Refund on the game and one month extra Prime. I'm downloading the CCTV and sending out to the cs-reply email I was given to do so.","@800540 Happy to hear we're getting it sorted out together. Let us know if you need anything else, Adam! ^TE"
1387345,"@AmazonHelp Not sure what connotation was intended with, ""does sound convincing"". Details shared.",@164797 Just a gentle nod to your proof of pudding. Thanks for sharing your details; we'll check the issue and assist further. ^AB
2309142,Hey @115821 @117634 where TF did you hide The Wish List in the App?? Ugh.,"@669759 We'd like to help you locate it! To clarify, what device are you viewing the app on? ^AR"
468213,"@AmazonHelp I've already contacted support, thanks. My point is that you guys are intentionally making it harder to complain. There should be a button ""my package is missing"" right on the orders page but there isn't. Why?","@226483 I'm sorry you've had a hard time contacting us! If an order is late, you can easily contact us here: https://t.co/hApLpMlfHN; select ""An Order I Placed."" Select your order, then select Problem with an order &gt; Shipping or delivery issues &gt; Shipment is late."" ^BN"
1215424,@AmazonHelp i cant sing in to my account on amazon cause i need a code that u send to my email n then hotmail its not working what can i do?,"@405206 I'm sorry for the trouble! What account are you trying to sign in to, (.com, .es, .co.uk)? ^MH"
485192,"@AmazonHelp Created at the same time. Clicked return, selected both items, gave the reason (same for both, obviously), clicked continue and got two labels with different barcodes.","@230444 To ensure no complications upon receiving the returns, we suggest using separate packaging if 2 labels were provided. They are used when checking in to link the returns to the order. ^AN"
689514,@115850 : - Goin anonymous : customer service in solving the issue is THE BEST as compared to other websites . Keep it up and will order from your sites only  in near future .,@284763 Thank you indeed for keeping us inspired to do such great work. Have a super weekend! ^PS
144238,"Really @115830, you need to sort your packaging out! This huge box and paper packing, for this tiny watch! https://t.co/2VYtF79XyN",@148607 Can you please provide further feedback about the packaging here:  https://t.co/fxgZ6hTrFA. ^MI
2662729,@AmazonHelp Dlvry prsn tried to deliver item on saturday at office address. I asked him to deliver it on monday but they returned my order.,@198728 We apologize for the inconvenience. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you. ^ZH
1767508,Awhh man @115830 why are you late with my #SonicForces I pre ordered it for today! Now I gotta wait till tomorrow :(,@531477 I'm sorry we missed our mark. Please keep us posted on tomorrow's delivery.  ^CO
993937,"@AmazonHelp Arrived and past
lookup my order __email__","@355459 Please don't provide your order/account details, as we consider it to be personal information. Our Twitter page is public. 2/2 ^NK"
2151064,Why do I even pay the extra shipping charge for one day then @115821 https://t.co/Il9WwHgCTV,"@632172 Oh no! I'm sorry the package is late. Typically, late packages will arrive the following business day. Keep us updated.^AY"
440288,@AmazonHelp He's being told there is nothing they can do and he has to wait until someone contacts him. Nothing yet...,"@219479 Has he received any e-mails with instructions? I'd recommend asking him to check his junk/spam folder, as well. ^WT"
2766431,@AmazonHelp but my account has canceled by Amazon. I don't have an account to log in. What should I do?,"@773652 Have you received an e-mail asking you to send some documents by fax ? 
^ARC"
2730235,@AmazonHelp I have been told that the driver is still going to deliver today. Hopefully this is the case. The original order was lost in transit so I was refunded and told that if I re-ordered I would get free express delivery (by 1pm today) - but it is now 15:31 and still no parcel.,"@765452 Hi Chris, I understand you are concerned but we deliver up until 6pm for business addresses and 9pm for home addresses so we still have lots of time today to get this to you. Keep us updated ^KK"
1267127,@115821 can you please have someone contact me? At work and can't be on the phone all morning for a simple question about my order,"@156421 Contact us here: https://t.co/JzP7hlA23B via phone chat or email, we'd be happy to help ^AS"
797465,"@AmazonHelp Ahora lo reporto, gracias. Ustedes son de 100% y tienen mi corazon",@299955 Y tu el nuestro.😊 Mantennos informados. ^HC
2529532,@AmazonHelp Postbote war heute schon da und soll ja per deutsche Post kommen,@720147 Das ist dann natürlich ärgerlich. Vielleicht kommt er ja nochmal vorbei. Liebe Grüße ^AN
970244,"@115850  First off,you stopped COD,then you raised the limit for free delivery from 500 to 600 now at checkout you say you are wavering1/2 https://t.co/pPH5JC9fDf",@350245 The cash on delivery facility will depend upon the availability of the service at your pin code. 1/2 ^PS
2472428,@AmazonHelp @115850 Please update me the status of my undelivered product.,"@504352 We've responded to your concern here: https://t.co/rsengnmuZw. Being on social platform we won't be able to check the order details from here. However, you can reach out to our team using the link provided earlier and they'll assist you accordingly.  ^VN"
1238751,"@AmazonHelp Hi, no, it's a cot mattress, a thermometer, a bottle set and a monitor.",@410564 We'd like to take a better look at this. Please contact us here: https://t.co/JzP7hlA23B ^KP
2984578,"@AmazonHelp I have money in my #Amazon_Pay wallet, am I able to withdraw it to my bank account?","@823007 I'm sorry, currently that feature is not available. ^RW"
986846,"@AmazonHelp @115850 #Customersatisfaction is much better way to gain business, than to spend money alone. #amazonindia  is losing it. https://t.co/1639qszNpf",@353860 I get your disappointment. I'll be sure to pass your feedback to the concerned team internally. ^SG(1/2)
432264,@AmazonHelp Kann ich wieder eure Hilfe in Anspruch nehmen. Der Herr an der Hotline hatte glaube ich keine Lust.,@146143 Wir schauen uns das gerne mal an. Um was ging es denn? Gruß ^MH
391651,@115850 Plz Contact me,"@208736 Being a social platform, we'll not be able to connect with you from here. Kindly connect with our support 1/2 ^MA"
1131322,"@115850 ordered diapers on 18 Oct, Amazon prime menber, delivery delayed to 1 Nov? Y this delay? PATHETIC SERVICE ! HORRIBLE.",@386605 Truly sorry about that. Request you to report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^NK
47876,"@AmazonHelp Yes. I actually have had to send it to them twice already. The first time it went through fine. Second time, I sent the resized photo.",@126707 I'm glad you were able to get the photos sent out! Have you heard anything back from the seller? ^AR
1905511,@AmazonHelp Thank you! Will I get a confirmation email about the refund or will it happen automatically?,@567812 You can track the status of your refund here: https://t.co/OuUz8wwYJm ^AC
392571,@18741 app on @116439 has not worked for a week. What's going on? #techsupport,@208970 I'm sorry for the trouble. Please reach us for real time troubleshooting here: https://t.co/hApLpMlfHN ^CE
2352337,@115850 Worst service offered to a Prime membersip customer as per ur update parcel has been delivered today till 09:00pm but no agent no. is shared at 9:26pm updated customer is not available.Is this is ur service ur &amp; customer executive Mr.Bunty disconneted call on calling https://t.co/gDZfvuXJ2M,"@679787 Sorry for the issues with delivery, that was not intended. Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you. ^BS"
472402,@AmazonHelp I am sorry if this is the way you treat  customers. Can you pls let me know how can I delete my Amazon us UK and India account @115850. Why did you Customer care ask me to send pic iand promised to refund it.,@227501 I'm sorry to hear about the trouble you're facing with the return of the order. Please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM
164838,@115821 gon rule the world with this Prime membership. Free one &amp; two-day shipping and unbelievable prices just sic! #BlackAmazon,@154208 We're so glad you enjoy! 😁 ^TG
830168,"@115850 I am an existing prime member, how can i renew my prime membership before it expires?",@317679 for the next year is added to your cart automatically.Please refer https://t.co/9OJHAgxsHU to learn more about the program(2/2)^SF
